UNESCO ID,Site Name,Country,Stone Mentioned,Category,Mention Context
885,Historic Centre of Shakhrisyabz,Uzbekistan,White Marble,General Rock,"The main façade was faced with white marble. The tomb of Temur, also of white marble, is a masterpiece of the architecture of this period and it is also one of the finest memorials to be found in Central Asia."
1270,Historic Centre of Camagüey,Cuba,Serpentine,General Rock,"Settled in its current location in 1528, the town developed on the basis of an irregular urban pattern that contains a system of large and minor squares, serpentine streets, alleys and irregular urban blocks, highly exceptional for Latin American colonial towns located in plain territories. Once settled in its current location in 1528, the town developed on the basis on an irregular urban pattern that contains a system of squares, minor squares, serpentine streets, alleys and irregular urban blocks, highly exceptional for Latin American colonial towns located in plain territories. Criterion (iv):  The Historic Centre of Camagüey constitutes an outstanding urban architectural type in Latin America, featured by its irregular urban layout that produced an unusual system of squares, minor squares, serpentine streets, alleys, urban blocks and plots system."
1743,Rock Paintings of Shulgan-Tash Cave,Russian Federation,Speleothem,General Rock,
240,Khajuraho Group of Monuments,India,Sandstone,General Rock,"Built in sandstone, each temple is elevated from its environs by a highly ornate terraced platform, or jagati, on which stands the body, or jangha, whose sanctum is topped by a tower, or shikhara, of a type unique to Nagara, where the verticality of the principal spire atop the sanctum is accentuated by a series of miniature spires flanking it, each symbolizing Mount Kailasa, the abode of the Gods."
266,La Fortaleza and San Juan National Historic Site in Puerto Rico,United States of America,Sandstone,General Rock,"The site is fundamentally in a good state of preservation, despite conservation challenges posed by susceptible materials such as sandstone, brick, and plaster in the presence of the erosive action of the sea and heavy traffic in the area."
80,Mont-Saint-Michel and its Bay,France,Granite,General Rock,"The older part of the present abbey, the small pre-Romanesque church with a double nave, Notre-Dame-sous-terre, in granite masonry and flat bricks, dates back undoubtedly to the 10th century."
1519,Aphrodisias,Türkiye,Marble,General Rock,"Aphrodisias  Located in southwestern Turkey, in the upper valley of the Morsynus River, the site consists of two components: the archaeological site of Aphrodisias and the marble quarries northeast of the city. The wealth of Aphrodisias came from the marble quarries and the art produced by its sculptors."
1622,Arslantepe Mound,Türkiye,Adobe,General Rock,"The earliest layers belong to the Late Chalcolithic 1-2 periods, contemporary to Early Uruk in Southern Mesopotamia (4300-3900 BCE) and are characterized by adobe houses. Considerable evidence also testifies other phases of occupation, such as the earlier Late Chalcolithic period characterized by adobe houses dating to the first half of the 4th millennium BCE and the Early Bronze Age period, most prominently identified by a Royal Tomb complex. The adobe remains of the Late Chalcolithic period, which is comparatively fragile, is protected under two roof shelters."
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,Adobe,General Rock,"Clefts in the rocks channel the rain, and sandstone beneath the granite mountains traps the water and then later releases it as springs. The traditional vernacular buildings have walls built of rammed earth, of adobe bricks or of earth and stone under a tall, hipped, roof thatched with straw that gives the houses a distinctive ‘mushroom’ shape. New materials in houses – such as concrete bricks that replace adobe or tiles that replace thatched roofs to– are beginning to have a marked impact on the overall image of villages in the landscape as the colour as well as the forms of the buildings are subject to change."
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,Granite,General Rock,"Clefts in the rocks channel the rain, and sandstone beneath the granite mountains traps the water and then later releases it as springs. The traditional vernacular buildings have walls built of rammed earth, of adobe bricks or of earth and stone under a tall, hipped, roof thatched with straw that gives the houses a distinctive ‘mushroom’ shape. New materials in houses – such as concrete bricks that replace adobe or tiles that replace thatched roofs to– are beginning to have a marked impact on the overall image of villages in the landscape as the colour as well as the forms of the buildings are subject to change."
1111,Cultural Landscape of Honghe Hani Rice Terraces,China,Sandstone,General Rock,"Clefts in the rocks channel the rain, and sandstone beneath the granite mountains traps the water and then later releases it as springs. The traditional vernacular buildings have walls built of rammed earth, of adobe bricks or of earth and stone under a tall, hipped, roof thatched with straw that gives the houses a distinctive ‘mushroom’ shape. New materials in houses – such as concrete bricks that replace adobe or tiles that replace thatched roofs to– are beginning to have a marked impact on the overall image of villages in the landscape as the colour as well as the forms of the buildings are subject to change."
