Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Standardised Stone Name,Description Mention Statement,OUV Mention Statement,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
1361,"Historic Jeddah, the Gate to Makkah",Saudi Arabia,Yes,Coral Stone,Coral Stone,,"The style is characterized by the imposing tower houses decorated by large wooden Roshan built in the late 19th century by the city`s mercantile elites, and also by lower coral stone houses, mosques, ribat-s, suqs and small public squares that together compose a vibrant space.","Multi-cultural Red Sea architectural tradition, characterized by imposing Roshan tower houses and lower houses, mosques, ribat-s, suqs, and small public squares.; nan",Internal (DS/OUV),,"7th century AD / 7th century AH (established as port/gate), with major development of tower houses occurring in the late 19th century (especially post-1869 after the Suez Canal opening).",Internal (DS/OUV),,"Islamic / Arabian Red Sea cultural world (influenced by Indian Ocean trade routes and a cosmopolitan population of pilgrims and merchants from Asia, Africa, and the Middle East).",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,Coral stone / Coral,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Local (Red Sea coastal coral building traditions),Internal (DS/OUV),,,,,Coral stone/coral masonry used for constructing lower houses and tower houses (combined with embedded wooden beams).,Internal (DS/OUV),,Precious woodwork / Roshan wooden screens decorating facades (no stone decorative details mentioned).,Internal (DS/OUV),,"Coral masonry construction with embedded wooden beams; isolated, outward-oriented houses with specific technical devices for internal ventilation.",Internal (DS/OUV),,"Decay and deterioration of historic structures due to humidity, heat, abandonment, and squatting by poor immigrants.",Internal (DS/OUV),,,,,"Punctual restoration, stabilization, and revitalization projects aimed at nursing buildings back to life; minor maintenance on original masonries.",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1363,Prehistoric Pile Dwellings around the Alps,"Austria,France,Germany,Italy,Slovenia,Switzerland",Yes,Amber,Amber,,"They also reveal details of trade routes for flint, shells, gold, amber, and pottery across the Alps and within the plains, transport evidence from dugout canoes and wooden wheels, some complete with axles for two wheeled carts dating from around 3,400BC, some of the earliest preserved in the world, and the oldest textiles in Europe dating to 3,000 BC.",Pile-dwelling (stilt house) settlements; nan,Internal (DS/OUV),,5000 to 500 B.C. (Neolithic and Bronze Age),Internal (DS/OUV),,Prehistoric early agrarian lake shore communities (~30 cultural groups),Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imported / Traded across trade routes,Internal (DS/OUV),,,,,Wood/Organic materials used for piles/houses; Stones not used structurally,Internal (DS/OUV),,Amber and Shells (Trade items / Personal ornaments),Internal (DS/OUV),,NA (Organic waterlogged construction; no stone masonry),Internal (DS/OUV),,"Vulnerable to lake uses, intensification of agriculture, and development",Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
1363,Prehistoric Pile Dwellings around the Alps,"Austria,France,Germany,Italy,Slovenia,Switzerland",Yes,Flint,Flint,,"They also reveal details of trade routes for flint, shells, gold, amber, and pottery across the Alps and within the plains, transport evidence from dugout canoes and wooden wheels, some complete with axles for two wheeled carts dating from around 3,400BC, some of the earliest preserved in the world, and the oldest textiles in Europe dating to 3,000 BC.",Pile-dwelling (stilt house) settlements; nan,Internal (DS/OUV),,5000 to 500 B.C. (Neolithic and Bronze Age),Internal (DS/OUV),,Prehistoric early agrarian lake shore communities (~30 cultural groups),Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imported / Traded across trade routes,Internal (DS/OUV),,,,,Wood/Organic materials used for piles/houses; Stones not used structurally,Internal (DS/OUV),,Amber and Shells (Trade items / Personal ornaments),Internal (DS/OUV),,NA (Organic waterlogged construction; no stone masonry),Internal (DS/OUV),,"Vulnerable to lake uses, intensification of agriculture, and development",Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,Yes,Chalk,Chalk,"Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves

The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin.","Brief synthesis

The presence in the Judean Lowlands of thick and homogeneous chalk sub-strata enabled numerous caves to be excavated and managed by Man. || Criterion (v):

The underground archaeological site of Maresha–Bet Guvrin is an eminent example of traditional use of chalk subsurface strata, with the development of man-made caves and networks conducive to multiple economic, social and symbolic purposes, from the Iron Age to the Crusades.","Underground chambers / artificial cave complexes (cisterns, oil presses, baths, columbaria, stables, hideaways, tombs, places of worship); nan",Internal (DS/OUV),,"8th century BCE (Iron Age) to the Crusades (spanning ~2,000 years)",Internal (DS/OUV),,"Judean / Hellenistic, Roman, Byzantine, and Crusader cultures",Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Thick and homogeneous soft chalk,Internal (DS/OUV),,Lower Judea formation (Sub-strata),Internal (DS/OUV),,,,,,,,"Homogeneous, soft",Internal (DS/OUV),,,,,Excavated / quarried directly in-situ underneath the ancient towns,Internal (DS/OUV),,Israel,Internal (DS/OUV),,Local (Subsurface bedrock),Internal (DS/OUV),,,,,"Subterranean chamber walls, vaulted arches, supporting pillars, underground channels",Internal (DS/OUV),,,,,Rock-cut / Hand-carved underground excavation,Internal (DS/OUV),,Risk of water infiltration leading to potential vault collapse; rock instability,Internal (DS/OUV),,,,,"Policy of low-key restoration, avoiding over-interpretation/reconstruction; technical consolidation of cave walls and vaults",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
1375,Santiniketan,India,Yes,Sandstone,Sandstone,,"Despite changes in uses and new artworks in some areas, the buildings and other attributes retain their eclectic forms based on experimentation with techniques and materials ranging from brick, mud, coal tar, living tree, sandstone, glass, cast iron, thatch, timber, bamboo, laterite, precast concrete, and reinforced concrete.","Architecture, Art Deco, Colonial, Renaissance, Traditional; nan",Internal (DS/OUV),,"Early 20th century (1901, 1921)",Internal (DS/OUV),,Pan-Asian / Modern Indian,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,India (Inferred local/regional),Internal (DS/OUV),,Local / Indigenous,Internal (DS/OUV),,,,,"Historic buildings, pavilions, platforms",Internal (DS/OUV),,"Murals, frescos, wooden windows, furniture, artworks",Internal (DS/OUV),,"Experimental construction techniques combining brick, mud, coal tar, sandstone, laterite, thatch, timber, bamboo, and concrete",Internal (DS/OUV),,Deterioration of physical materials,Internal (DS/OUV),,,,,Ongoing conservation projects overseen by the Visva-Bharati Heritage Committee & Archaeological Survey of India (ASI),Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1375,Santiniketan,India,Yes,Laterite,Laterite,,"Despite changes in uses and new artworks in some areas, the buildings and other attributes retain their eclectic forms based on experimentation with techniques and materials ranging from brick, mud, coal tar, living tree, sandstone, glass, cast iron, thatch, timber, bamboo, laterite, precast concrete, and reinforced concrete.","Architecture, Art Deco, Colonial, Renaissance, Traditional; nan",Internal (DS/OUV),,"Early 20th century (1901, 1921)",Internal (DS/OUV),,Pan-Asian / Modern Indian,Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,"Coal (Coal tar), Mud, Brick, Glass, Cast Iron, Thatch, Timber, Precast Concrete, Reinforced Concrete",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,India (Inferred local/regional),Internal (DS/OUV),,Local / Indigenous,Internal (DS/OUV),,,,,"Historic buildings, pavilions, platforms",Internal (DS/OUV),,"Murals, frescos, wooden windows, furniture, artworks",Internal (DS/OUV),,"Experimental construction techniques combining brick, mud, coal tar, sandstone, laterite, thatch, timber, bamboo, and concrete",Internal (DS/OUV),,Deterioration of physical materials,Internal (DS/OUV),,,,,Ongoing conservation projects overseen by the Visva-Bharati Heritage Committee & Archaeological Survey of India (ASI),Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
1379,Margravial Opera House Bayreuth,Germany,Yes,Sandstone,Sandstone,,The sandstone façade designed by court architect Joseph Saint Pierre provides a focal point within the urban public space that was particularly planned for the building.,Baroque theatre architecture / Court opera house; nan,Internal (DS/OUV),,1745–1750,Internal (DS/OUV),,18th-century European / Princely Court (Margravine Wilhelmine of Brandenburg-Bayreuth),Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany (Inferable from site location),,,,,,,,,Sandstone façade (designed by Joseph Saint Pierre),Internal (DS/OUV),,,,,,,,,,,,,,Overall conservation and restoration plan approved by State Party; restoration program concluded,,,Good,,,,,,Tier 9: Unflagged,
1418,"Fujisan, sacred place and source of artistic inspiration",Japan,Yes,features from Lava,Volcanic Rock,,,"Edo Period, Building, Design, Monument, Plan; nan",Internal (DS/OUV),,11th century to 19th century (Edo period); formalized pilgrimage practices from 12th/17th–18th century,Internal (DS/OUV),,Japanese (Shintoism and Ascetic Buddhism / Fuji-ko societies),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,Volcanic lava / Lava flows (forming lava tree moulds and stratovolcano structure),Internal (DS/OUV),,,,,Stratovolcano (solitary conical volcano formed by eruptions and lava flows),Internal (DS/OUV),,,,,,,,,,,,,,Japan (Local volcanic products),Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Arch, Base, Shrine, Wall, Crater Rim / Barrier structures",Internal (DS/OUV),,,,,,,,Erosion caused by visitors and water,Internal (DS/OUV),,,,,Periodic renewal of shrines (20-year or 60-year cycle); path stabilization,,,Good,,,,,,Tier 9: Unflagged,
1425,"The Climats, terroirs of Burgundy",France,Yes,Limestone,Limestone,,"Brief synthesis

The Climats, terroirs of Burgundy, are small precisely delimited parcels of vineyard located on the slopes of the Côte de Nuits and the Côte de Beaune, natural hillsides with clay-limestone soils of extremely variable composition extending 50 km south of Dijon up to Maranges.","Palace, Wall, Hospices, Chateau, Enclosures; nan",Internal (DS/OUV),,High Middle Ages / Almost two millennia,Internal (DS/OUV),,"Benedictine and Cistercian monastic orders, Valois Dukes of Burgundy",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;",Internal (DS/OUV),,,,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Clay-limestone (soils),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone walls, enclosures, stone-piles (meurgers), edifices of power",Internal (DS/OUV),,,,,,,,,,,,,,,,,Good,,,,,,Tier 9: Unflagged,
1426,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,Yes,Limestone,Limestone,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche

Located in a limestone plateau of the Ardèche River in southern France, the property contains the earliest-known and best-preserved figurative drawings in the world, dating back as early as the Aurignacian period (30,000–32,000 BP), making it an exceptional testimony of prehistoric art.","Brief synthesis

The decorated cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc is located in a limestone plateau of the meandering Ardèche River in southern France, and extends to an area of approximately 8,500 square meters. || Integrity

The nominated property comprises the entire subterranean space of the cave of approximately 8,500 square meters and all structurally relevant parts of the limestone plateau above the cave as well as its entrance situation and immediate surroundings.","Monument, Design, Plan, Cave/Subterranean Space; nan",Internal (DS/OUV),,"Aurignacian period (30,000–32,000 BP / Palaeolithic)",Internal (DS/OUV),,Aurignacian people (Early Upper Palaeolithic),Internal (DS/OUV),,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,,,,Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,France,,,Local (In-situ natural cave formed within the local limestone plateau),Internal (DS/OUV),,,,,"Natural cavern walls, floor, and limestone plateau structure housing the drawings",Internal (DS/OUV),,"Rock art, drawings, and engravings on cave walls",Internal (DS/OUV),,,,,"Rockfall (~20,000 years BP sealed the cave); humidity/air composition variations identified as key threats",Internal (DS/OUV),,,,,Non-intervention policy inside the original cave; stainless steel bridging installed to prevent floor damage; full facsimile reconstruction created offsite (Espace de Restitution),Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
