Site ID,Site Name,Country,UNESCO Mention,Mentioned Major Stone(s),Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
428,City of Bath,United Kingdom of Great Britain and Northern Ireland,Yes,"Oolitic limestone, Limestone","Neoclassical, Palladian, Georgian, Renaissance; nan",Internal (DS/OUV),,"Roman (1st century AD), Middle Ages, 18th century (Georgian)",Internal (DS/OUV),,"Roman, British/Georgian",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Internal (DS/OUV),,Sedimentary Rock,Internal (DS/OUV),,,,,Bath Oolitic limestone / Bath Stone,Internal (DS/OUV),,Oolitic limestone,Internal (DS/OUV),,,,,,,,,,,Oolitic,Internal (DS/OUV),,,,,Ralph Allen's Quarries (Combe Down),Internal (DS/OUV),,United Kingdom,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Crescents, terraces, squares, abbey, public buildings, thermal baths, temples",Internal (DS/OUV),,"Neoclassical facades, Palladian architectural elements",Internal (DS/OUV),,,,,,,,,,,Program of restoration in the late 20th century,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
434,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",Oman,Yes,Limestone,"Settlements, Necropolises (tombs), Monumental Towers, Fort, Irrigation Systems/Dams; nan",Internal (DS/OUV),,"3rd Millennium BCE (Bronze Age: Hafit Period, Early & Late Umm an-Nar periods; Iron Age; Neolithic)",Internal (DS/OUV),,Early Bronze Age / Umm an-Nar & Hafit Cultures / Ancient Magan,Internal (DS/OUV),,,,,Internal (DS/OUV),,Sedimentary Rock,,,Flint (used in Neolithic mines/workshops),Internal (DS/OUV),,,,,"Dressed limestone blocks, Mud-brick (underneath earlier structures)",Internal (DS/OUV),,,,,,,,,,,Dressed / regularly cut stone blocks,Internal (DS/OUV),,,,,Local ancient Bronze Age quarries & stone-masonry workshops,Internal (DS/OUV),,Sultanate of Oman,Internal (DS/OUV),,Local,Internal (DS/OUV),,Immediate vicinity of settlements/workshops,Internal (DS/OUV),,"Circular outer walls of towers, beehive tombs, cairn tombs, foundations, terraces",Internal (DS/OUV),,,,,"Dry-stone masonry, dressed blocks laid carefully with simple mud mortar",Internal (DS/OUV),,"Damaged slightly by action of time, natural erosion, and weathering processes",Internal (DS/OUV),,,,,Planned restoration for the monumental tower Kasr al-Rojoom,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
449,Peking Man Site at Zhoukoudian,China,Yes,Limestone,Natural limestone caves; nan,Internal (DS/OUV),,Middle Pleistocene to Palaeolithic,Internal (DS/OUV),,Prehistoric human societies / Early humans,Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,Middle Pleistocene (Era of hominid habitation),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Local (""natural limestone caves in this area"")",Internal (DS/OUV),,,,,Natural caves used as a survival environment,Internal (DS/OUV),,,,,,,,,,,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
451,Old Town of Galle and its Fortifications,Sri Lanka,Yes,"Coral, Granite, and Cherts / Coral rag / Laterite",Fortified city / Urban ensemble; nan,Internal (DS/OUV),,16th to 19th centuries (Height of development: 18th century),Internal (DS/OUV),,"Portuguese, Dutch, and British Colonial (with South Asian integration)",Internal (DS/OUV),,,Internal (DS/OUV),,,,Igneous Rock,,,"Brick, Lime mortar, Sandstone",Internal (DS/OUV),,"Coral rag, Kabook (Local Sri Lankan name for Laterite)",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,Local coastal reefs (Coral); Local promontory outcrops and inland quarries (Granite/Laterite),Internal (DS/OUV),,Sri Lanka,Internal (DS/OUV),,Local,Internal (DS/OUV),,Short distance / In-situ (Immediate promontory and surrounding coast),Internal (DS/OUV),,"Ramparts, Bastions, Underground drainage system, Foundation, Wall masonry",Internal (DS/OUV),,"Veranda columns, Facades, Public and administrative building elements",Internal (DS/OUV),,Ashlar and rubble core masonry using coral and granite bound with lime mortar,Internal (DS/OUV),,"Marine bio-erosion, Salt crystallization, Moisture/humidity weathering",Internal (DS/OUV),,"Locally sourced coral lime mortar, matching local granite/coral blocks",Internal (DS/OUV),,Ongoing conservation managed by the Galle Heritage Foundation and Department of Archaeology,Internal (DS/OUV),,Good,,,"ICOMOS Evaluation Report (1988); 
Antiquities Ordinance of Sri Lanka (1948, rev. 1998)",,,Tier 9: Unflagged,
476,Chongoni Rock-Art Area,Malawi,Yes,Granite,Rock art shelters / Rock overhangs; nan,Internal (DS/OUV),,Late Stone Age to 20th century,Internal (DS/OUV),,"BaTwa hunter-gatherers, Chewa agriculturalists, Ngoni",Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protective setting (Topography of rock overhangs),Internal (DS/OUV),,Surface/canvas for rock paintings,Internal (DS/OUV),,,,,"Natural weathering processes, water ingress",Internal (DS/OUV),,,,,,,,Excellent,,,,,,Tier 9: Unflagged,
492,Taos Pueblo,United States of America,Yes,Adobe (sun-dried earth/clay mixture),Settlement consisting of ceremonial buildings/facilities and multi-storey adobe dwellings built in terraced tiers (North and South Houses rising up to five storeys); walled village; underground ceremonial chambers (kivas); ruins of an earlier pueblo; ruins of a 1600s church and present-day San Geronimo Catholic Church.; nan,Internal (DS/OUV),,Late 13th and early 14th centuries (Pueblo establishment); 1600s (first church built); 20th century (minor modifications).,Internal (DS/OUV),,Pueblo Indians (Ancestral Pueblo culture),Internal (DS/OUV),,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Local (traditional materials maintained and replastered by tribal members),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Multi-storey terraced residential structures (North & South Houses up to 5 storeys), ceremonial chambers (kivas), village perimeter wall, churches, and associated structures built with adobe.",Internal (DS/OUV),,,,,Traditional adobe construction and periodic replastering/maintenance using traditional methods and earth/mud materials.,Internal (DS/OUV),,"Environmental stresses including water/weather erosion from rain and snow, droughts, and floods.",Internal (DS/OUV),,,,,Regular maintenance and periodic replastering undertaken as needed by tribal members using traditional materials and methods.,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
500,Historic Centre of Lima,Peru,Yes,"Adobe, Stone, Brick, Quincha (traditional mud & organic lattice)","Hispano-American Baroque, Art Nouveau, Colonial, Republican, Traditional civil & religious architecture; nan",Internal (DS/OUV),,16th Century to 20th Century A.D. (Viceroyalty to Modern period),Internal (DS/OUV),,Spanish Colonial / Pre-Hispanic influences,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"First-floor walls (Adobe & Brick), Bridge construction (Stone over Rímac River), Foundations",Internal (DS/OUV),,"Facades, Hallways, Patios, Closed (""box"") Balconies",Internal (DS/OUV),,"Hybrid Anti-Seismic Masonry: Adobe and brick on the ground floor, Quincha on upper floors",Internal (DS/OUV),,"Environmental pollution, vibrations from transportation, natural material degradation",Internal (DS/OUV),,,,,"Stabilization post-earthquakes (1586, 1687, 1746, 1940, 1966, 1970, 1974); Ongoing municipal plans (EMILIMA)",Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
518,Poblet Monastery,Spain,Yes,"Alabaster (retable of the high altar by Damià Forment, 1529)","Cistercian abbey / Abbey, Monastery complex (includes church, cloister, fortified royal residence, chapter house, refectory, pantheon, etc.); nan",Internal (DS/OUV),,12th to 15th centuries (Church dates to the 13th century),Internal (DS/OUV),,Crown of Aragon / Kingdom of Catalonia and Aragon,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High altar retable (made of alabaster),Internal (DS/OUV),,,,,,,,,,,"Retable of the high altar, church, refectory, cloister, chapter house, scriptorium, and abbot’s palace restored since 1940",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
530,Delos,Greece,Yes,Marble,"Architectural, Architecture, Building, Byzantine, Construction, Monument, Monumental, Ottoman, Plan; nan",Internal (DS/OUV),,3rd millennium B.C. to Palaeo-Christian era (Hellenistic & Greco-Roman period peak),Internal (DS/OUV),,"Cycladic, Archaic, Classical, Hellenistic, Greco-Roman, Byzantine, Ottoman",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,Naxian (Inferred from Naxian Lions made of local/regional marble),Internal (DS/OUV),,,,,"Local & Regional (e.g., Naxos/Cycladic islands)",Internal (DS/OUV),,,,,"Columns, Temple Structures, Houses, Public Buildings, Refectory, Sanctuary",Internal (DS/OUV),,"Sculptures (e.g., Naxian Lions), Frescoes, Mosaic Floors",Internal (DS/OUV),,"Ruins/Dry Masonry, Lime Burning (historical destruction)",Internal (DS/OUV),,Damage by strong north winds and high salinity/sea proximity,Internal (DS/OUV),,"Exact replicas used for fragile sculptures (e.g., Naxian Lions moved indoors)",Internal (DS/OUV),,"Discrete, compatible, and reversible methods following international standards",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
537,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Greece,Yes,Marble,"Middle Byzantine religious architecture (cross-in-square plan with octagonal central space under a dome, squinches, Katholikon); nan",Internal (DS/OUV),,Middle Byzantine period (11th and 12th centuries),Internal (DS/OUV),,Byzantine / Middle Byzantine,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,,,Stone (courses of stone enclosed by bricks),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masonry walls (courses of stone enclosed by bricks),Internal (DS/OUV),,"Marble works, marble revetment, pavements, architectural sculptures",Internal (DS/OUV),,Cloisonné / courses of stone enclosed by bricks,Internal (DS/OUV),,,,,,,,"Restoration of masonry, dome, and marble revetments/mosaics following earthquake damage (1881 earthquake at Nea Moni, 1999 earthquake at Daphni); early 20th-century Byzantinist interventions at Hosios Loukas",Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,Russian Federation,Yes,Marble,"Baroque, Pure Neoclassical, Architectural; nan",Internal (DS/OUV),,18th Century (Begun in 1703 under Peter the Great; continuous major development through the 18th and 19th centuries),Internal (DS/OUV),,Russian / Russian-European,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Metamorphic Rock,Internal (DS/OUV),,Peat (Mentioned in geological/terrain context as peat bogs),,,,,,"Marble, Peat",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Architectural styles in stone and marble for capital structures, fortresses, bases, palaces",Internal (DS/OUV),,"Palaces (Winter Palace, Marble Palace), convents, imperial residences, monuments",Internal (DS/OUV),,Built using authentic techniques and historical restoration materials,Internal (DS/OUV),,"Impacts of traffic, air pollution, and relative humidity",Internal (DS/OUV),,,,,High quality of restoration and reconstruction efforts accomplished on the basis of historical documents using authentic techniques and materials,Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
557,Rock Carvings in Tanum,Sweden,Yes,Granite,"Building, Design, Monument, Plan; nan",Internal (DS/OUV),,Bronze Age (c. 1700 BC – 500 BC),Internal (DS/OUV),,Nordic Bronze Age Europe,Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,Igneous Rock,Internal (DS/OUV),,,,,,,,Granitic Bedrock,Internal (DS/OUV),,"Pre-Quaternary / Scraped ~14,000 years ago during last glacial phase",Internal (DS/OUV),,Scandinavian Ice Sheet glaciated rock faces,Internal (DS/OUV),,,,,"Gently curved, exposed rock faces",Internal (DS/OUV),,,,,,,,Sweden,Internal (DS/OUV),,Local (Bedrock canvas),Internal (DS/OUV),,,,,"Natural Rock Panel / Bedrock ""Canvas""",Internal (DS/OUV),,"Rock Carvings / Petroglyphs (depicting humans, animals, weapons, boats)",Internal (DS/OUV),,Executed by pecking and grinding using stone hammers and points,Internal (DS/OUV),,Degradation due to granitic environment / environmental exposure,Internal (DS/OUV),,,,,Painted with non-destructive paint by trained specialists for clarity,Internal (DS/OUV),,Moderate,,,,,,Tier 9: Unflagged,
558,Skogskyrkogården,Sweden,Yes,Granite ,Early 20th-century landscape and architectural design adapted to a cemetery; nan,Internal (DS/OUV),,1917–1940,Internal (DS/OUV),,,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,Internal (DS/OUV),,Igneous Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite wall (4 km-long surrounding wall), granite cross",Internal (DS/OUV),,,,,,,,,,,,,,Restoration programs for living material and buildings in accordance with original design,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
560,"Archaeological Zone of Paquimé, Casas Grandes",Mexico,Yes,Adobe (unfired clay) as predominant material; Stone (unspecified) for specific uses,"Earthen architecture, residential buildings/structures, ceremonial monuments with masonry coatings, facades with porticos; nan",Internal (DS/OUV),,Development: 700–1475 AD (Apogee: 14th and 15th centuries),Internal (DS/OUV),,Paquimé / Casas Grandes Culture (Pueblo & Mesoamerican influence),Internal (DS/OUV),,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local (earthen/clay materials of the same nature and properties as the original),Internal (DS/OUV),,,,,"Living rooms, workshops, stores, residential walls, multi-story buildings, ceremonial monuments",Internal (DS/OUV),,"Architectural finishes, T-shaped doors, facades with porticos",Internal (DS/OUV),,"Earthen architecture with masonry coatings, lining of pits with stone",Internal (DS/OUV),,Decay due to natural weathering and exposure,Internal (DS/OUV),,,,,Re-rendering original walls with earthen materials of the same nature as a sacrificial layer,Internal (DS/OUV),,Good,,,,,,Tier 9: Unflagged,
567,Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,Bolivia (Plurinational State of),Yes,"Sandstone, Red Sandstone, Andesite, Adobe (mud brick)","Civic-ceremonial centre, Temples, Pyramids, Monoliths, Palaces, Urban ceremonial capital; nan",Internal (DS/OUV),,400 A.D. – 900 A.D. (flourished); apogee between 500 A.D. and 900 A.D.; declined 11th century to 12th century,Internal (DS/OUV),,Tiwanaku Culture / Pre-Inca Andean civilization,Internal (DS/OUV),,,Internal (DS/OUV),,Internal (DS/OUV),,Sedimentary Rock,,,,,,,,,,,,,,,,,,Red (for Red Sandstone),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Retaining walls (Akapana Pyramid clad in sandstone/andesite), pillars (Templete made of red sandstone), door frames/gateways (Gate of the Sun), steps, underground drainage canals",Internal (DS/OUV),,"Bas-relief frieze (Gate of the Sun depicting central deity and anthropomorphic birds), carved stone heads set into temple walls, carved monoliths",Internal (DS/OUV),,Impressive accurately carved ashlar stones; carved from single slabs (monolithic); polished stone materials,Internal (DS/OUV),,Adverse effect of climatic conditions,Internal (DS/OUV),,,,,"Systematic conservation, restoration, and physical stabilization measures required under the main plan (1999–2009)",Internal (DS/OUV),,Excellent,,,,,,Tier 9: Unflagged,
