unesco_id,site_name,category,region,country,latitude,longitude,brief_description,ouv_statement,criteria,confidence_v2,score_v2,stone_count_v2,stone_types_found_v2,stone_geological_class_v2,named_trade_stones_v2,decorative_minerals_v2,construction_terms_v2,architectural_elements_v2,matched_title_terms_v2,matched_categories_v2,unesco_url
1487,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Cultural,Europe and North America,Italy,,,"Located on the northern coast of Sicily, Arab-Norman Palermo includes a series of nine civil and religious structures dating from the era of the Norman kingdom of Sicily (1130-1194): two palaces, three churches, a cathedral, a bridge, as well as the cathedrals of Cefalú and Monreale. Collectively, they are an example of a social-cultural syncretism between Western, Islamic and Byzantine cultures on the island which gave rise to new concepts of space, structure and decoration. They also bear testimony to the fruitful coexistence of people of different origins and religions (Muslim, Byzantine, Latin, Jewish, Lombard and French).",,(ii)(iv),HIGH,11,0,,,,,,bridge; cathedral; church; palace,cathedral,Criterion_iv; Criterion_ii; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/1487
18,"Rock-Hewn Churches, Lalibela",Cultural,Africa,Ethiopia,,,"The 11 medieval monolithic cave churches of this 13th-century 'New Jerusalem' are situated in a mountainous region in the heart of Ethiopia near a traditional village with circular-shaped dwellings. Lalibela is a high place of Ethiopian Christianity, still today a place of pilmigrage and devotion.",,(i)(ii)(iii),HIGH,11,0,,,,,monolithic,church,hewn; rock,Criterion_i; Criterion_ii; Title_Stone_Keyword; Title_Stone_Keyword,https://whc.unesco.org/en/list/18
1009,Notre-Dame Cathedral in Tournai,Cultural,Europe and North America,Belgium,,,"The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all precursors of the Gothic style. The choir, rebuilt in the 13th century, is in the pure Gothic style.","Criterion (ii): The Cathedral of Notre-Dame in Tournai bears witness to a considerable exchange of influence between the architecture of the Ile de France, the Rhineland, and Normandy during the short period at the beginning of the 12th century that preceded the flowering of Gothic architecture.
Criterion (iv): In its imposing dimensions, the Cathedral of Notre-Dame in Tournai is an outstanding example of the great edifices of the school of the north of the Seine, precursors of the vastness of the Gothic cathedrals.",(ii)(iv),HIGH,11,0,,,,,capital,capital; cathedral; nave; tower; transept,cathedral,Criterion_iv; Criterion_ii; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/1009
1457,Pergamon and its Multi-Layered Cultural Landscape,Cultural,Europe and North America,Türkiye,,,"This site rises high above the Bakirçay Plain in Turkey’s Aegean region. The acropolis of Pergamon was the capital of the Hellenistic Attalid dynasty, a major centre of learning in the ancient world. Monumental temples, theatres, stoa or porticoes, gymnasium, altar and library were set into the sloping terrain surrounded by an extensive city wall. The rock-cut Kybele Sanctuary lies to the north-west on another hill visually linked to the acropolis. Later the city became capital of the Roman province of Asia known for its Asclepieion healing centre. The acropolis crowns a landscape containing burial mounds and remains of the Roman, Byzantine and Ottoman empires in and around the modern town of Bergama on the lower slopes.",,(i)(ii)(iii)(iv)(vi),HIGH,11,0,,,,,capital; rock cut,altar; capital; portico; sanctuary; temple; theatre; wall,,Criterion_iv; Criterion_i; Criterion_ii; OUV_Construction; OUV_ArchElements; OUV_ArchElements_6+,https://whc.unesco.org/en/list/1457
455,Meteora,Mixed,Europe and North America,Greece,,,"In a region of almost inaccessible sandstone peaks, monks settled on these 'columns of the sky' from the 11th century onwards. Twenty-four of these monasteries were built, despite incredible difficulties, at the time of the great revival of the eremetic ideal in the 15th century. Their 16th-century frescoes mark a key stage in the development of post-Byzantine painting.",,(i)(ii)(iv)(v)(vii),HIGH,10,1,sandstone,Sedimentary,,,,column; monastery,,Criterion_iv; Criterion_i; Criterion_ii; OUV_Stone,https://whc.unesco.org/en/list/455
1376,Historic Bridgetown and its Garrison,Cultural,Latin America and the Caribbean,Barbados,,,"Historic Bridgetown and its Garrison, an outstanding example of British colonial architecture consisting of a well-preserved old town built in the 17th, 18th and 19th centuries, which testifies to the spread of Great Britain's Atlantic colonial empire. The property also includes a nearby military garrison which consists of numerous historic buildings. With its serpentine urban lay-out the property testifies to a different approach to colonial town-planning compared to the Spanish and Dutch colonial cities of the region which were built along a grid plan.",,(ii)(iii)(iv),HIGH,10,1,serpentine,Metamorphic,,serpentine,,,,Criterion_iv; Criterion_ii; OUV_Stone; Decorative_Mineral,https://whc.unesco.org/en/list/1376
389,Studenica Monastery,Cultural,Europe and North America,Serbia,,,"The Studenica Monastery was established in the late 12th century by Stevan Nemanja, founder of the medieval Serb state, shortly after his abdication. It is the largest and richest of Serbia’s Orthodox monasteries. Its two principal monuments, the Church of the Virgin and the Church of the King, both built of white marble, enshrine priceless collections of 13th- and 14th-century Byzantine painting.",,(i)(ii)(iv)(vi),HIGH,10,2,marble; white marble,Metamorphic,,,,church; monastery,,Criterion_iv; Criterion_i; Criterion_ii; OUV_Stone,https://whc.unesco.org/en/list/389
292,Cologne Cathedral,Cultural,Europe and North America,Germany,,,"Begun in 1248, the construction of this Gothic masterpiece took place in several stages and was not completed until 1880. Over seven centuries, successive builders were inspired by the same faith and a spirit of absolute fidelity to the original plans. Apart from its exceptional intrinsic value and the artistic masterpieces it contains, Cologne Cathedral testifies to the enduring strength of European Christianity.","The Committee decided to inscribe the nominated property on the basis of cultural criteria (i), (ii) and (iv) considering that the monument is of outstanding universal value being an exceptional work of human creative genius, constructed over more than six centuries and a powerful testimony to the strength and persistence of Christian belief in medieval and modern Europe.",(i)(ii)(iv),HIGH,10,0,,,,,,cathedral,cathedral,Criterion_iv; Criterion_i; Criterion_ii; Title_Stone_Keyword,https://whc.unesco.org/en/list/292
383,"Cathedral, Alcázar and Archivo de Indias in Seville",Cultural,Europe and North America,Spain,,,"Together these three buildings form a remarkable monumental complex in the heart of Seville. The cathedral and the Alcázar – dating from the Reconquest of 1248 to the 16th century and imbued with Moorish influences – are an exceptional testimony to the civilization of the Almohads as well as that of Christian Andalusia. The Giralda minaret is the masterpiece of Almohad architecture. It stands next to the cathedral with its five naves; the largest Gothic building in Europe, it houses the tomb of Christopher Columbus. The ancient Lonja, which became the Archivo de Indias, contains valuable documents from the archives of the colonies in the Americas.",,(i)(ii)(iii)(vi),HIGH,10,0,,,,,,cathedral; minaret; nave; tomb,cathedral,Criterion_i; Criterion_ii; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/383
527,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",Cultural,Europe and North America,Ukraine,,,"Designed to rival Hagia Sophia in Constantinople, Kyiv's Saint-Sophia Cathedral symbolizes the 'new Constantinople', capital of the Christian principality of Kyiv, which was created in the 11th century in a region evangelized after the baptism of St Vladimir in 988. The spiritual and intellectual influence of Kyiv-Pechersk Lavra contributed to the spread of Orthodox thought and the Orthodox faith in the Russian world from the 17th to the 19th century.",,(i)(ii)(iii)(iv),HIGH,10,0,,,,,capital,capital; cathedral,cathedral,Criterion_iv; Criterion_i; Criterion_ii; Title_Stone_Keyword,https://whc.unesco.org/en/list/527
233,"Qutb Minar and its Monuments, Delhi",Cultural,Asia and the Pacific,India,,,"Built in the early 13th century a few kilometres south of Delhi, the red sandstone tower of Qutb Minar is 72.5 m high, tapering from 2.75 m in diameter at its peak to 14.32 m at its base, and alternating angular and rounded flutings. The surrounding archaeological area contains funerary buildings, notably the magnificent Alai-Darwaza Gate, the masterpiece of Indo-Muslim art (built in 1311), and two mosques, including the Quwwatu'l-Islam, the oldest in northern India, built of materials reused from some 20 Brahman temples.",The Committee inscribed the site on the World Heritage List under criterion (iv),(iv),HIGH,10,2,red sandstone; sandstone,Sedimentary,,,fluting,base; gate; mosque; temple; tower,,Criterion_iv; OUV_Stone; OUV_ArchElements,https://whc.unesco.org/en/list/233
841,"San Pedro de la Roca Castle, Santiago de Cuba",Cultural,Latin America and the Caribbean,Cuba,,,"Commercial and political rivalries in the Caribbean region in the 17th century resulted in the construction of this massive series of fortifications on a rocky promontory, built to protect the important port of Santiago. This intricate complex of forts, magazines, bastions and batteries is the most complete, best-preserved example of Spanish-American military architecture, based on Italian and Renaissance design principles.","The Committee decided to inscribe this property on the basis of criteria (iv) and (v), considering that the Castle of San Pedro de la Roca and its associated defensive works are of exceptional value because they constitute the largest and most comprehensive example of the principles of Renaissance military engineering adapted to the requirements of European colonial powers in the Caribbean.",(iv)(v),HIGH,10,0,,,,,,base; castle; fort,castle,Criterion_iv; Title_Stone_Keyword; OUV_ArchElements,https://whc.unesco.org/en/list/841
