Site ID,Site Name,Country,Latitude,Longitude,UNESCO Criteria,Architecture Type,UNESCO Mention,Mentioned Major Stone(s),Local Stone Name,Secondary Stone,Rock Class,Lithology,Local vs Imported,Quarry,Masonry Technique,Structural Use,Condition,Weathering,Stone_Mention_OUV_Excerpt,Stone_Potential_Flag,Potential_Tier_Description
1442.0,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,"China,Kazakhstan,Kyrgyzstan",,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Capital cities, palace complexes, Buddhist cave temples, posthouses, passes, beacon towers, sections of the Great Wall, fortifications, tombs, stupas/pagodas, caravanserai, semi-underground buildings; nan",Yes,Loess; unbaked/exposed mud brick (in Zhetysu region),Loess,,Sedimentary Rock,,"Local (Loess plateau soils, clay/mud bricks sourced on-site)",,"Rammed earth (hangtu), carved cave-temple rock-cut masonry, unbaked mud-brick masonry","Earthen walls, subterranean structures, cave temple excavations, beacon towers, earthen fortifications, foundations",Poor,"High vulnerability to water/wind erosion, severe atmospheric deterioration on exposed earth/brick structures",Major Stone: Loess; unbaked/exposed mud brick (in Zhetysu region) | Local Name: Loess | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
560.0,"Archaeological Zone of Paquimé, Casas Grandes",Mexico,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Earthen architecture, residential buildings/structures, ceremonial monuments with masonry coatings, facades with porticos; nan",No,Adobe (unfired clay) as predominant material; Stone (unspecified) for specific uses,,,,,Local (earthen/clay materials of the same nature and properties as the original),,"Earthen architecture with masonry coatings, lining of pits with stone","Living rooms, workshops, stores, residential walls, multi-story buildings, ceremonial monuments",Good,Decay due to natural weathering and exposure,Major Stone: Adobe (unfired clay) as predominant material; Stone (unspecified) for specific uses | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1418.0,"Fujisan, sacred place and source of artistic inspiration",Japan,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Edo Period, Building, Design, Monument, Plan; nan",Yes,features from Lava,,,Igneous Rock,Volcanic lava / Lava flows (forming lava tree moulds and stratovolcano structure),Local,,,"Arch, Base, Shrine, Wall, Crater Rim / Barrier structures",Good,Erosion caused by visitors and water,Major Stone: features from Lava | Lithology: Volcanic lava / Lava flows (forming lava tree moulds and stratovolcano structure) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1226.0,Stone Circles of Senegambia,"Gambia,Senegal",,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Building, Construction, Monument, Monumental, Plan, Traditional (Pillar); nan",Yes,Laterite,,,Sedimentary Rock,"Laterite pillars / monoliths (cylindrical or polygonal, finely carved)",Local (extracted from nearby quarries),Quarry located ~1 km east of Sine Ngayene (sources of around 150 stones traced),"Extracted using iron tools, skilfully shaped into cylindrical or polygonal pillars","Standing monoliths, pillars, circles, bifid/lyre frontal stones",Excellent,Minimal disturbances; minimal human or natural interventions noted,"Major Stone: Laterite | Lithology: Laterite pillars / monoliths (cylindrical or polygonal, finely carved) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
32.0,Wieliczka and Bochnia Royal Salt Mines,Poland,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Monument, Plan, Structure; nan",Yes,Rock Salt,,,Sedimentary Rock,,Local (Extracted directly on site),In-situ underground deposit (Wieliczka and Bochnia deposit),Rock-cut subterranean excavation and salt sculpting,"Underground galleries, shafts, chapels, workshops, storehouses, Saltworks Castle",Good,,Major Stone: Rock Salt | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
353.0,Chaco Culture,United States of America,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Multi-storey ""great houses"", public and ceremonial buildings, kivas; nan",Yes,Sandstone,,,,,,,Coursemasonry with sandstone and mud mortar,Walls standing more than five storeys tall,Good,,Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
306.0,Matobo Hills,Zimbabwe,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Building, Indigenous, Monument, Plan, Structure, Traditional; nan",Yes,Granite,,"Granite batholiths, granite shield landforms",Igneous Rock,,Local (natural rock formations and shelters in situ),,Wooden palisade demarcating shrines; drystone/indigenous alignment (traditional human interaction rather than formal dressed masonry),"Natural rock shelters, rock batholiths, shrines, terraces, walls",Moderate,"Natural weathering, soil erosion, and light visitor impact","Major Stone: Granite | Secondary Stone: Granite batholiths, granite shield landforms | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1360.0,Nord-Pas de Calais Mining Basin,France,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",skipped; coal just mentioned not as building material; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
266.0,La Fortaleza and San Juan National Historic Site in Puerto Rico,United States of America,,,"(vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Military architecture (adaptations of European designs to Caribbean topography); nan,Yes,"Sandstone (also mentions brick, plaster, concrete)",,,,,,,Historic European military construction methods adapted to tropical conditions,"Fortifications, fortress, arsenal, prison, governor residence, city wall, gate, forts, outworks",Good,Vulnerable materials exposed to erosive action of the sea and heavy traffic,"Major Stone: Sandstone (also mentions brick, plaster, concrete) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1344.0,Major Mining Sites of Wallonia,Belgium,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",coal mining heritage; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
744.0,San Agustín Archaeological Park,Colombia,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Religious monuments, megalithic funerary monuments, burial mounds, terraces, funerary structures, stone statuary, and water/monument carvings in stream beds; nan",Yes,"Tuff, Volcanic Rock",,,Igneous Rock,Tuff and unspecified volcanic rock,Local (carved into bedrock and local volcanic stone blocks),,"Monolithic carvings, stone slabs, megalithic construction, earth and stone mounds","Stone corridors, columns, sarcophagi, funeral rooms, stream stone bed carvings",Excellent,"Soil instability, bedrock erosion caused by rainfall and water flow (at Fuente de Lavapatas), wind erosion, biodeterioration","Major Stone: Tuff, Volcanic Rock | Lithology: Tuff and unspecified volcanic rock | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
557.0,Rock Carvings in Tanum,Sweden,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Building, Design, Monument, Plan; nan",Yes,Granite,,,Igneous Rock,Granitic Bedrock,Local (Bedrock canvas),,Executed by pecking and grinding using stone hammers and points,"Natural Rock Panel / Bedrock ""Canvas""",Moderate,Degradation due to granitic environment / environmental exposure,Major Stone: Granite | Lithology: Granitic Bedrock | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1633.0,The Slate Landscape of Northwest Wales,United Kingdom of Great Britain and Northern Ireland,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Architectural, Vernacular, Industrial, Traditional, Monumental, Georgian; nan",Yes,"Roofing Slate, Slate, Slate Slabs",Welsh Slate,,Metamorphic Rock,Slate,Local,"Penrhyn Quarry, Dinorwig Quarry, Oakeley Quarry, Llechwedd Quarry, Ffestiniog Quarries (among six component areas)","Traditional drystone masonry, split slate block masonry, sawn slab construction","Roofing slates, architectural slabs, building walls, terraced housing, industrial buildings, chapels, schools, country houses",Excellent,Highly durable and resistant to weathering; minor physical weathering on exposed tips/relict workings,"Major Stone: Roofing Slate, Slate, Slate Slabs | Local Name: Welsh Slate | Lithology: Slate | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
875.0,Archaeological Ensemble of Tarraco,Spain,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Roman / Romanesque; nan,Yes,Marble,,,,,Both (Local quarry mentioned alongside imported marbles/materials from Rome),Mèdol quarry,,"Building blocks, defensive walls, terraces, foundations",Good,,Major Stone: Marble | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
558.0,Skogskyrkogården,Sweden,59.271,18.1025,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Early 20th-century landscape and architectural design adapted to a cemetery; nan,Yes,Granite ,,,Igneous Rock,,,,,"Granite wall (4 km-long surrounding wall), granite cross",Good,,Major Stone: Granite  | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
398.0,Castel del Monte,Italy,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Medieval military architecture (a blend of classical antiquity, Islamic Orient, and north European Cistercian Gothic).; nan",Yes,"Limestone, Marble.",,Mosaic interior decorative elements (materials decayed/removed).,Sedimentary Rock,"Limestone (exterior blocks), Marble (interior elements).",,,Exterior limestone block masonry construction.,"Exterior block construction (limestone), octagonal towers, walls, octagonal plan.",Good,Degradation and removal/decay of interior marble and mosaic decorations.,"Major Stone: Limestone, Marble. | Secondary Stone: Mosaic interior decorative elements (materials decayed/removed). | Lithology: Limestone (exterior blocks), Marble (interior elements). | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1426.0,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Monument, Design, Plan, Cave/Subterranean Space; nan",Yes,Limestone,,,Sedimentary Rock,Limestone,Local (In-situ natural cave formed within the local limestone plateau),,,"Natural cavern walls, floor, and limestone plateau structure housing the drawings",Excellent,"Rockfall (~20,000 years BP sealed the cave); humidity/air composition variations identified as key threats",Major Stone: Limestone | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
772.0,Fertö / Neusiedlersee Cultural Landscape,"Austria,Hungary",,,"(v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Rural architecture, 18th- and 19th-century palaces, vernacular architecture, domestic buildings, fortifications, settlements, urban architecture; nan",Yes,Limestone,Leitha limestone,,Sedimentary Rock,Limestone,Local,Quarried near the lake,Traditional building / vernacular construction,"Building stone for settlements, palaces, domestic buildings, fortifications, and walls",,,Major Stone: Limestone | Local Name: Leitha limestone | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
975.0,Zollverein Coal Mine Industrial Complex in Essen,Germany,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;","Modern Movement, Expressionism, Cubism, Functionalism, Bauhaus; nan",No,coal mentioned but not as building stone,,,,,,,,,,,Major Stone: coal mentioned but not as building stone,,Tier 9: Unflagged
1099.0,Mapungubwe Cultural Landscape,South Africa,,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Palace sites, capital sites, satellite settlements; nan",Yes,,,,,,,,,Remains of palace sites and capital settlements,Excellent,"Climatic forces, erosion of old excavations",,,Tier 9: Unflagged
1329.0,At-Turaif District in ad-Dir'iyah,Saudi Arabia,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Architectural, Building, Plan, Structure, Traditional; Najdi architectural style, palaces, fortified urban ensemble within an oasis; nan",Yes,Adobe (Mud brick),,,,,Local (adapted to its environment / ad-Dir'iyah oasis setting),,Traditional adobe/mud building methods,"Major palatial complexes, palaces, citadel, fortified urban ensemble, walls",Moderate,,Major Stone: Adobe (Mud brick) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
803.0,Las Médulas,Spain,,,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Indigenous, Vernacular, Monument; nan",Yes,Conglomerate (Auriferous conglomerate),,,Sedimentary Rock,Auriferous / Friable conglomerate,Local,In-situ mining site (Las Médulas main pit / La Frisga pit),"Cut/carved gravity canals, hydraulic mining (ruina montium)","Foundation, Hydraulic canals / gravity canals, dams, galleries, conduits",Excellent,,Major Stone: Conglomerate (Auriferous conglomerate) | Lithology: Auriferous / Friable conglomerate | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
13.0,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Elevation, Plan; nan",Yes,"Obsidian, Tuff, Volcanic Rock, Volcanic Tuff","Volcanic Glass (Obsidian), Volcanic Tuff",,Igneous Rock,"Volcanic rock, volcanic tuff, sedimentary and alluvial deposits, volcanic glass",Local (Procured within the Upper Awash Valley / Balchit area),Local volcanic/obsidian procurement outcrops (Balchit obsidian source),"Lithic Knapping (Oldowan, Acheulean, MSA, LSA techno-complexes)",Stratigraphic matrix/layers burying palaified surfaces and tool assemblages,Good,Seasonal erosion caused by overflows of the Awash River,"Major Stone: Obsidian, Tuff, Volcanic Rock, Volcanic Tuff | Local Name: Volcanic Glass (Obsidian), Volcanic Tuff | Lithology: Volcanic rock, volcanic tuff, sedimentary and alluvial deposits, volcanic glass",,Tier 9: Unflagged
27.0,Mesa Verde National Park,United States of America,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Cliff dwellings, mesa-top villages, pit-house settlements, masonry-walled villages; nan",Yes,Sandstone,,,Sedimentary Rock,,Local (alcove/mesa plateau setting),,"Sandstone and mud mortar masonry, masonry-walled structures","Built of sandstone and mud mortar (multi-storey cliff dwellings, rooms, towers, balconies, walls)",Excellent,Erosion following wildland fires,Major Stone: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
666.0,"Lumbini, the Birthplace of the Lord Buddha",Nepal,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Monument, Plan, Structure; temples; nan",No,Sandstone,,Brick (Ceramic/burnt clay masonry),Sedimentary Rock,Sandstone,,,Cross-wall system (Brick),Sandstone Ashoka pillar; Brick cross-wall system in Maya Devi Temple; Monasteries (Viharas); Stupas (Shrines),Excellent,"Natural degradation, impact of humidity",Major Stone: Sandstone | Secondary Stone: Brick (Ceramic/burnt clay masonry) | Lithology: Sandstone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
310.0,Cave of Altamira and Paleolithic Cave Art of Northern Spain,Spain,,,(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Cave art; nan,Yes,Flint (used as a tool),,,Igneous Rock,Karst caves / limestone cavities (implied by karst environment),Local (materials directly originating from the immediate environment),Direct originating from the immediate environment,,"Ceiling, Foundation, Gallery, Wall",Good,"Natural causes, water run-off, external climatic influences, microbiological activities",Major Stone: Flint (used as a tool) | Lithology: Karst caves / limestone cavities (implied by karst environment),,Tier 9: Unflagged
1555.0,Colonies of Benevolence,"Belgium,Netherlands (Kingdom of the)",,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",skipped; but peat mentioned; nan,Yes,,,,,,,,,,,,,,Tier 9: Unflagged
840.0,Viñales Valley,Cuba,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;","Colonial architecture, Vernacular architecture; nan",Yes,Limestone,,,Sedimentary Rock,Karst / Limestone mogotes,Local and natural materials,,Vernacular / Wood construction,"Homes, family farms, tobacco drying barns / sheds, single-storey wooden houses",Good,Karst weathering / Hurricanes / Natural disasters,Major Stone: Limestone | Lithology: Karst / Limestone mogotes | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1453.0,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Settlement structures, artificial mounds, paved areas, burial sites, linear arrangements, stone spheres, residential areas, subordinate/principal centres; nan",Yes,Limestone (specifically noted at Grijalba-2 site; Stone Spheres,,,Sedimentary Rock,Limestone,,,Spherical stone crafting/sculpting (0.7 m to 2.57 m diameter); paved areas,"Mounds, paved areas, residential areas, subordinate centre structures, linear arrangements",Moderate,,Major Stone: Limestone (specifically noted at Grijalba-2 site; Stone Spheres | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1721.0,Umm Al-Jimāl,Jordan,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,"Rural settlement, domestic and religious architecture, Roman military buildings re-purposed; nan",Yes,Basalt,,,Igneous Rock,basalt,Local (Hauran basaltic plateau),,Hauranian building styles and designs (dry/basaltic masonry),"Multi-storey houses, courtyards, churches, military buildings, town wall, reservoirs/water channels",Good,,Major Stone: Basalt | Lithology: basalt | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
243.0,Ellora Caves,India,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Rock-cut architecture (Viharas/Monasteries, Chaityagriha/Sanctuary, and Monolithic Temples); nan",Yes,Basalt,,,Igneous Rock,,Local (in-situ monolithic excavation),Direct in-situ rock excavation (Charanandri Hills / Basalt Cliff),Rock-cut monolithic excavation (dug directly into the cliff side),"Excavated sanctuaries, pillared halls (mandapas), rock-cut monolithic temples, monasteries (viharas)",Good,Seepage and cracking in the caves,Major Stone: Basalt,,Tier 9: Unflagged
1698.0,Sado Island Gold Mines,Japan,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",na; nan,Yes,Gold and silver deposits / placer deposits / ore veins,,,Igneous Rock,,Local,"Nishimikawa Placer Gold Mine, Aikawa-Tsurushi Gold and Silver Mine, Tsurushi Silver Mine",Unmechanised mining/processing structures,"Terrace, Waterways, Headraces, Tunnels, Post-holes",Good,Weathering of volcanic rock,Major Stone: Gold and silver deposits / placer deposits / ore veins | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1370.0,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,,,,"Underground chambers / artificial cave complexes (cisterns, oil presses, baths, columbaria, stables, hideaways, tombs, places of worship); nan",Yes,Chalk,,,Sedimentary Rock,Thick and homogeneous soft chalk,Local (Subsurface bedrock),Excavated / quarried directly in-situ underneath the ancient towns,Rock-cut / Hand-carved underground excavation,"Subterranean chamber walls, vaulted arches, supporting pillars, underground channels",Excellent,Risk of water infiltration leading to potential vault collapse; rock instability,Major Stone: Chalk | Lithology: Thick and homogeneous soft chalk | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1222.0,Bisotun,Iran (Islamic Republic of),,,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;",Relief / Inscription / Monumental bas-relief; nan,Yes,Limestone,,,Sedimentary Rock,Limestone,Local (carved into Mt. Bisotun cliff),,Rock-relief carving / Cuneiform incision,Mountain cliff face / Monumental Inscription,Moderate,"Erosion, Water infiltration behind the bas-relief",Major Stone: Limestone | Lithology: Limestone | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1063.0,Tokaj Wine Region Historic Cultural Landscape,Hungary,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Wine Cellars (vaulted & excavated), Terraces, Built Stone Walls, Hedges, Historic Villages/Towns, Churches; nan",Yes,Volcanic Rock,,,Sedimentary Rock,"Volcanic Rocks (volcanic slopes, volcanic rocks into which cellars are carved)",Local (excavated directly into local volcanic rocks),NA (Mines/quarries mentioned generally under threats),"Built stone walls, hand-carved underground cellars, vaulted and excavated cellars","Wine cellar excavation/vaulting, terraces, built stone walls, base structures",Excellent,"Disappearance of wetlands, impact of mines/quarries, climate change threats","Major Stone: Volcanic Rock | Lithology: Volcanic Rocks (volcanic slopes, volcanic rocks into which cellars are carved) | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
352.0,Rock Art of Alta,Norway,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,cave art; nan,Yes,"Sandstone,",,"Red Slate, Slate; Quartz-rich Sandstone, Red Ochre Clay (pigment)",Sedimentary Rock,"Quartz-rich Sandstone, Slates",Local (In situ bedrock),In situ bedrock (No quarrying; carved directly into bedrock panels and loose boulders),Chiselling / Hammering / Painting with red ochre clay and animal fat,Substrate / Canvas (Petroglyphs and rock paintings inscribed onto rock faces/slabs),Good,"Natural erosion, vegetation, frost weathering, cracking, lichen growth","Major Stone: Sandstone, | Secondary Stone: Red Slate, Slate; Quartz-rich Sandstone, Red Ochre Clay (pigment) | Lithology: Quartz-rich Sandstone, Slates | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
1225.0,Ruins of Loropéni,Burkina Faso,,,(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared;,Fortress / Walled Settlement / Monument; nan,Yes,"Laterite, Laterite stone",,,,,,,,Perimeter walls (up to 6 metres in height),Poor,,"Major Stone: Laterite, Laterite stone | OUV/Source Ref: Internal (DS/OUV)",,Tier 9: Unflagged
968.0,Agricultural Landscape of Southern Öland,Sweden,,,"(iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Agrarian landscape, villages, stone walls; nan",Yes,Limestone,,,Sedimentary Rock,Limestone (bedrock/plateau),Local (Derived from local limestone bedrock),,,,Excellent,,Major Stone: Limestone | Lithology: Limestone (bedrock/plateau) | OUV/Source Ref: Internal (DS/OUV),,Tier 9: Unflagged
1021.0,Tsodilo,Botswana,,,"(i) to represent a masterpiece of human creative genius; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;","Monument, Plan, Traditional; Rock Art; cave paintings; nan",Yes,,,,,,Local (Natural outcrops of the Kalahari Desert),,,Natural rock shelters and caves providing habitation/shelter,Excellent,High degree of resistance to erosion due to quartzitic rock,,,Tier 9: Unflagged
1425.0,"The Climats, terroirs of Burgundy",France,,,"(iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (v) to be an outstanding example of a traditional human settlement, land-use, or sea-use which is representative of a culture (or cultures), or human interaction with the environment especially when it has become vulnerable under the impact of irreversible change;","Palace, Wall, Hospices, Chateau, Enclosures; nan",Yes,Limestone,,,Sedimentary Rock,Clay-limestone (soils),,,,"Stone walls, enclosures, stone-piles (meurgers), edifices of power",Good,,Major Stone: Limestone | Lithology: Clay-limestone (soils),,Tier 9: Unflagged
