Site ID,Site Name,Country,Architecture Type,Architecture Type_Ref,Architecture Type_Ext,Construction Period,Construction Period_Ref,Construction Period_Ext,Civilization,Civilization_Ref,Civilization_Ext,UNESCO Criteria,UNESCO Criteria_Ref,UNESCO Criteria_Ext,Mentioned Major Stone(s),Exploded Major Stone,Standardized Stone Name,Rock Class,Mentioned Major Stone(s)_Ref,Mentioned Major Stone(s)_Ext,Rock Class_Ref,Rock Class_Ext,Secondary Stone,Secondary Stone_Ref,Secondary Stone_Ext,Local Stone Name,Local Stone Name_Ref,Local Stone Name_Ext,Lithology,Lithology_Ref,Lithology_Ext,Geological Age,Geological Age_Ref,Geological Age_Ext,Formation,Formation_Ref,Formation_Ext,Colour,Colour_Ref,Colour_Ext,Texture,Texture_Ref,Texture_Ext,Minerals,Minerals_Ref,Minerals_Ext,Quarry,Quarry_Ref,Quarry_Ext,Quarry Country,Quarry Country_Ref,Quarry Country_Ext,Local vs Imported,Local vs Imported_Ref,Local vs Imported_Ext,Transport Distance,Transport Distance_Ref,Transport Distance_Ext,Structural Use,Structural Use_Ref,Structural Use_Ext,Decorative Use,Decorative Use_Ref,Decorative Use_Ext,Masonry Technique,Masonry Technique_Ref,Masonry Technique_Ext,Weathering,Weathering_Ref,Weathering_Ext,Replacement Stone,Replacement Stone_Ref,Replacement Stone_Ext,Restoration,Restoration_Ref,Restoration_Ext,Condition,Condition_Ref,Condition_Ext,UNESCO Mention,Other references,flag_extracted,Stone_Potential_Flag,Potential_Tier_Description,Index
233,"Qutb Minar and its Monuments, Delhi",India,"Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious; nan",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,"Red Sandstone, Buff Sandstone",Red Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
233,"Qutb Minar and its Monuments, Delhi",India,"Architectural, Masonry, Monument, Mughal, Islamic, Funerary, Religious; nan",Internal (DS/OUV),,Early 13th century (1199–1503; major expansions in 1311),Internal (DS/OUV),,"Indo-Muslim / Islamic (Ghurid clans, Slave/Mamluk Dynasty, Khilji Dynasty, Mughal era influence)",Internal (DS/OUV),,,,,"Red Sandstone, Buff Sandstone",Buff Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,,,,,,,Sandstone,Internal (DS/OUV),,,,,,,,"Red, Buff",Internal (DS/OUV),,Fluted (architectural surface/carved),,,,,,,,,,,,Reused materials from ~20 local Brahman temples,Internal (DS/OUV),,,,,"Masonry tower, arches, minarets, arcades, ceremonial gateway, tomb chamber",Internal (DS/OUV),,"Carved inscriptional bands, arabesque patterns, geometrical patterns, carved pillars, cladding",Internal (DS/OUV),,"Angular and rounded fluted masonry, ashlar masonry with carved bands",Internal (DS/OUV),,,,,,,,Periodically undertaken reversible repairs respecting original construction systems,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
149,Archaeological Park and Ruins of Quirigua,Guatemala,"Pyramids, terraces, staircases, dwellings, royal residence, administrative centre; nan",Internal (DS/OUV),,200 AD – 900 AD (Monuments carved 426 AD – 810 AD; major 8th-century remodelling),Internal (DS/OUV),,Maya (Mayan),Internal (DS/OUV),,,Internal (DS/OUV),,Sandstone,Sandstone,Sandstone,Sedimentary,Internal (DS/OUV),,,,Jade (mentioned in context of trade route control),Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pyramids, terraces, staircases, plazas",,,"Monolithic stelae, carved altars, sculpted calendars, zoomorphic & anthropomorphic sculptures",Internal (DS/OUV),,"Carved in sandstone without the use of metal tools; high relief (""School of Motagua"" style)",Internal (DS/OUV),,"Damage caused by environmental factors, flooding (1998, 2010), and proximity to Motagua River and geological fault",Internal (DS/OUV),,,,,Minimal conservation interventions; new shelter facilities and designs developed for individual monument protection,Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
634,"Church of the Ascension, Kolomenskoye",Russian Federation,Tent-roofed church / Orthogonal one-pillar construction; nan,Internal (DS/OUV),,Built in 1532,Internal (DS/OUV),,Russian Orthodox / Imperial Russia (16th Century),Internal (DS/OUV),,,,,Limestone / White-stone,Limestone / White-stone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,White-stone (beliy kamen),,,,,,,,,,,,White,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Substructure, octagonal base, stairs, ciborium (""royal pew""), and pillars/walls",Internal (DS/OUV),,"Carved capitals, portals, and floor paving",Internal (DS/OUV),,"Brickwork combined with white-stone carved features, cladding, and facing",Internal (DS/OUV),,Complete loss of original white-stone carved capitals and portals on the second tier; surface damage to brickwork,Internal (DS/OUV),,"New white-stone floors, stairs, and grounds; white limestone coatings for facades",Internal (DS/OUV),,"Major restorations occurred in the early 19th century, 1860s, early 20th century, 1980s, and 2003–2007",Internal (DS/OUV),,Excellent,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
277,Hatra,Iraq,"Fortified city, temples/shrines with Iwans (open halls with high barrel-vaulted roofs), temenos, inner & outer circular defensive walls, towers, strongholds, gates, and bridges.; nan",Internal (DS/OUV),,1st century BC to mid-2nd century AD; Parthian empire era (ca. 200 BC–220 AD). Inscribed on UNESCO World Heritage list in 1985.,Internal (DS/OUV),,"Parthian Empire, Aramean, Arab Kingdom, Assyro-Babylonian with Hellenistic and Roman influences.",Internal (DS/OUV),,,Internal (DS/OUV),,"Gypsum, Stone",Gypsum,Calcite/Gypsum,Sedimentary,Internal (DS/OUV),,,,"Bitumen, Mudbrick, Brick",Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,Stone quarries near the site.,Internal (DS/OUV),,Iraq,Internal (DS/OUV),,Local (relied for building materials on stone quarries near the site).,Internal (DS/OUV),,,,,"Inner main wall (diameter ~2 km), strongholds, towers, barrel-vaulted roofs / Iwans, rectangular temenos wall, contiguous Iwans, bridges, and wells.",Internal (DS/OUV),,"Carved stone and gypsum, pilastered portico, carved stone statues, statuettes of gods/rulers, sculptured figures, and Aramaic inscriptions.",Internal (DS/OUV),,"Mudbrick, brick, bitumen and gypsum, stone and gypsum; barrel vaults; carved stone and chiselled stone masonry.",Internal (DS/OUV),,"Severe natural weathering, erosion, neglect, looting, and localized conflict-inflicted damage (2015–2017).",Internal (DS/OUV),,Stone cut and chiselled from the same local stone quarries by specialized archaeologists and Mosul stone chisellers.,Internal (DS/OUV),,Historical conservation/restoration of walls and temenos rooms; ongoing plans for archaeological conservation of natural/conflict erosion.,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
731,Hanseatic Town of Visby,Sweden,"Walled trading town, ramparts, warehouses, merchants' dwellings, castles, cathedrals, churches, guild houses, residences, towers, gates, moats, monasteries, vernacular wooden houses, hospital, school, prison.; nan",Internal (DS/OUV),,"Viking Age (pre-12th century), 12th century, 13th century, 14th century, 18th century, and 19th century.",Internal (DS/OUV),,"Viking / Gotlandic, German (Hanseatic League), Danish, Russian.",Internal (DS/OUV),,,Internal (DS/OUV),,Limestone ,Limestone,Limestone,Sedimentary,Internal (DS/OUV),,,,,,,Gotlandic Limestone,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,"Quarries extracted from the surrounding dry moats, open spaces, and adjacent limestone quarries.",Internal (DS/OUV),,Sweden (Island of Gotland),Internal (DS/OUV),,Local,Internal (DS/OUV),,Local / Short distance (Quarried directly from the defensive network/moats surrounding the site and nearby quarries).,Internal (DS/OUV),,"Town defense walls, ramparts, towers, gates, foundations, warehouses, churches, cathedrals, and street paving (large limestone slabs).",Internal (DS/OUV),,,,,Stone masonry with Gotlandic lime plaster/mortars; horizontal plank timber construction (used for vernacular houses).,Internal (DS/OUV),,"Partial collapses over the years (e.g., collapse of a section of the town wall in 2012); decay of abandoned church ruins after the Reformation (1530s).",Internal (DS/OUV),,,,,Restoration of the town wall following the 2012 collapse; ongoing traditional lime production and craftsmanship for mortar/plaster preservation.,Internal (DS/OUV),,Moderate,Internal (DS/OUV),,Yes,,,,Tier 9: Unflagged,
518,Poblet Monastery,Spain,"Cistercian abbey / Abbey, Monastery complex (includes church, cloister, fortified royal residence, chapter house, refectory, pantheon, etc.); nan",Internal (DS/OUV),,12th to 15th centuries (Church dates to the 13th century),Internal (DS/OUV),,Crown of Aragon / Kingdom of Catalonia and Aragon,Internal (DS/OUV),,,Internal (DS/OUV),,"Alabaster (retable of the high altar by Damià Forment, 1529)",Alabaster (retable of the high altar by Damià Forment,Calcite/Gypsum,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High altar retable (made of alabaster),Internal (DS/OUV),,,,,,,,,,,"Retable of the high altar, church, refectory, cloister, chapter house, scriptorium, and abbot’s palace restored since 1940",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
385,Old City of Sana'a,Yemen,"Homogeneous architectural ensemble; multi-storeyed tower-houses, minarets, mosques, hammams (baths), caravanserais, and city walls.; nan",Internal (DS/OUV),,"Houses and structures built continuously over 2,500 years; pre-11th century houses and mosques; 16th-century Ottoman additions.",Internal (DS/OUV),,"Pre-Islamic Yemenite kingdoms, Abyssinian (Christian, 525–575 AD), Islamic / Arab, and Ottoman civilizations.",Internal (DS/OUV),,,Internal (DS/OUV),,Gypsum,Gypsum,Calcite/Gypsum,Sedimentary,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,White (gypsum); Ochre / Bistre (earth and burnt brick),Internal (DS/OUV),,,,,"Gypsum (Calcium sulfate dihydrate, $CaSO_4 \cdot 2H_2O$",Internal (DS/OUV),,,,,Yemen (implied by local materials),Internal (DS/OUV),,"Local materials (""exceptional craftsmanship in the use of local materials and techniques"")",Internal (DS/OUV),,"Nearby/Immediate local area (""bistre-colored earth of the nearby mountains"")",Internal (DS/OUV),,Stone-built ground floors supporting upper multi-storeyed tower-houses; city boundary walls.,Internal (DS/OUV),,Fired brick combined with white gypsum applied for geometric surface patterns on building facades.,Internal (DS/OUV),,Stone masonry for lower levels; rammed earth (pisé) and burnt brick for upper floors.,Internal (DS/OUV),,,,,,,,Traditional conservation practices noted; vulnerable to incorrect contemporary conservation practices and development.,Internal (DS/OUV),,Moderate,,,Yes,,,,Tier 9: Unflagged,
255,Fatehpur Sikri,India,"Mughal Architecture / Indo-Islamic Style (Palaces, Public Buildings, Mosques, Living Areas, Fortifications); nan",Internal (DS/OUV),,1571–1573 (City construction); Mosque completed in 1571–72; Tomb completed in 1580–81 / 1606; Buland Darwaza completed in 1575,Internal (DS/OUV),,Mughal Empire,Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iii) to bear a unique or at least exceptional testimony to a cultural tradition or to a civilization which is living or which has disappeared; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Red Sandstone (Major), Marble (Secondary/Minor)",Red Sandstone (Major),Sandstone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,Marble,Internal (DS/OUV),,,,,,,,Vindhyan (Stratigraphic Group mentioned for hill ranges),Internal (DS/OUV),,,,,"Red (Sandstone), White (implied Marble)",Internal (DS/OUV),,"Perforated (Stone screens), Carved",Internal (DS/OUV),,,,,Outcrops of the Vindhyan hill ranges (Mining within 10-km radius banned),Internal (DS/OUV),,India,Internal (DS/OUV),,Local (Extracted from nearby Vindhyan outcrops),Internal (DS/OUV),,Local / Immediate vicinity (within 10-km radius),,,"Wall, Porticos, Pillars, Roofs, Gate (Buland Darwaza), Towers (Hiran Minar), Fortification",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,"Perforated stone screens, Sculpted decoration, Richly carved interior pillars, Azure-blue ribbed roof",Internal (DS/OUV),,,,,,,,"Repairs, chemical preservation, and restoration carried out on Buland Darwaza, Jama Masjid, Shaikh Salim Chisti's Tomb, Khwabgah, Mariam's house, Jodha Bai Palace, Diwan-i-Am, etc.",Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Coral Rock, Coral Stone",Coral Rock,Coral Stone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1295,"Fort Jesus, Mombasa",Kenya,Military fortification; nan,Internal (DS/OUV),,1593–1596,Internal (DS/OUV),,"Portuguese (with later Swahili, Arab, Turkish, Persian, and British occupations)",Internal (DS/OUV),,"(ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",Internal (DS/OUV),,"Coral Rock, Coral Stone",Coral Stone,Coral Stone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,Coral limestone / Coral rock,Internal (DS/OUV),,,,,,,,,,,,,,Lime mortar (calcium carbonate),Internal (DS/OUV),,,,,Kenya,Internal (DS/OUV),,Local (built over a spur of coral rock),Internal (DS/OUV),,,,,"Fortification walls, bastions, moat, structural foundations",Internal (DS/OUV),,,,,Traditional coral stone and lime mortar masonry,Internal (DS/OUV),,Erosion of rocks along the sea coast,Internal (DS/OUV),,Coral stone and lime mortar,Internal (DS/OUV),,Ongoing maintenance and conservation work using traditional materials,Internal (DS/OUV),,Good,,,Yes,,,,Tier 9: Unflagged,
1093,Um er-Rasas (Kastrom Mefa'a),Jordan,"Roman military camp, fortified town, churches, stylized towers; nan",Internal (DS/OUV),,"End of 3rd to 9th centuries AD (Roman, Byzantine, and Early Muslim/Umayyad periods)",Internal (DS/OUV),,"Roman, Byzantine, Umayyad / Early Muslim",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history; | (vi) to be directly or tangibly associated with events or living traditions, with ideas, or with beliefs, with artistic and literary works of outstanding universal significance;",Internal (DS/OUV),,Limestone (Geological material is explicitly mentioned),Limestone (Geological material is explicitly mentioned),Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,,,,,,,,,,,,,,,,,,,,,,Local quarries associated with northern group of ruins (Geological source area mentioned),Internal (DS/OUV),,Jordan,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Fortified Roman walls, towers, churches, courtyard walls, columns",Internal (DS/OUV),,"Geometric, town-map, and animal mosaic floors; painted plaster on limestone",Internal (DS/OUV),,"Stone tower construction, coursed stone masonry",Internal (DS/OUV),,"General weathering processes, seismic structural collapse, poor drainage vulnerability",Internal (DS/OUV),,,,,"Structural consolidation, backfilling, protective shelters over St Stephen's Church and Church of the Lions",Internal (DS/OUV),,Poor,,,Yes,,,,Tier 9: Unflagged,
428,City of Bath,United Kingdom of Great Britain and Northern Ireland,"Neoclassical, Palladian, Georgian, Renaissance; nan",Internal (DS/OUV),,"Roman (1st century AD), Middle Ages, 18th century (Georgian)",Internal (DS/OUV),,"Roman, British/Georgian",Internal (DS/OUV),,"(i) to represent a masterpiece of human creative genius; | (ii) to exhibit an important interchange of human values, over a span of time or within a cultural area of the world, on developments in architecture or technology, monumental arts, town-planning or landscape design; | (iv) to be an outstanding example of a type of building, architectural or technological ensemble or landscape which illustrates (a) significant stage(s) in human history;",,,"Oolitic limestone, Limestone",Oolitic limestone,Limestone,Sedimentary,Internal (DS/OUV),,Internal (DS/OUV),,,,,Bath Oolitic limestone / Bath Stone,Internal (DS/OUV),,Oolitic limestone,Internal (DS/OUV),,,,,,,,,,,Oolitic,Internal (DS/OUV),,,,,Ralph Allen's Quarries (Combe Down),Internal (DS/OUV),,United Kingdom,Internal (DS/OUV),,Local,Internal (DS/OUV),,,,,"Crescents, terraces, squares, abbey, public buildings, thermal baths, temples",Internal (DS/OUV),,"Neoclassical facades, Palladian architectural elements",Internal (DS/OUV),,,,,,,,,,,Program of restoration in the late 20th century,Internal (DS/OUV),,Excellent,,,Yes,,,,Tier 9: Unflagged,
